OBJECTID,County,Survey_Type,Vaccine,Metric,Value_Percent,Enrollment,Year
42596,EAGLE,Child Care/Preschool,Polio,Incomplete Record,0.6,1274,2018/2019
42597,EAGLE,Kindergarten,DTaP,In Process,1.2,501,2018/2019
42598,EAGLE,Kindergarten,Polio,No Record,0.6,501,2018/2019
42599,EAGLE,Kindergarten,MMR,Incomplete Record,1,516,2019/2020
42600,EAGLE,Kindergarten,Varicella,No Record,0,516,2019/2020
42601,EAGLE,School,HepB,In Process,0.4,7359,2019/2020
42602,EAGLE,School,HepB,Nonmedical Exemption,2.6,7359,2019/2020
42603,EAGLE,Child Care/Preschool,DTaP,Nonmedical Exemption,2.5,1099,2020/2021
42604,EAGLE,Child Care/Preschool,Varicella,In Process,1.8,1099,2020/2021
42605,EAGLE,Kindergarten,MMR,No Record,0,460,2020/2021
42606,EAGLE,Kindergarten,MMR,Nonmedical Exemption,4.3,460,2020/2021
42607,EAGLE,Kindergarten,Polio,In Process,0,460,2020/2021
42608,EAGLE,School,MMR,Fully Immunized,96.4,6787,2020/2021
42609,EAGLE,School,Varicella,Nonmedical Exemption,2.7,6787,2020/2021
42610,EAGLE,Child Care/Preschool,DTaP,Fully Immunized,92.9,1263,2021/2022
42611,EAGLE,Child Care/Preschool,DTaP,Nonmedical Exemption,3.9,1263,2021/2022
42612,EAGLE,School,Polio,Medical Exemption,0.1,6641,2021/2022
42613,EAGLE,Child Care/Preschool,MMR,In Process,2,1228,2022/2023
42614,EAGLE,Child Care/Preschool,Polio,Medical Exemption,0,1228,2022/2023
42615,EAGLE,Kindergarten,MMR,In Process,2.7,477,2022/2023
42616,EAGLE,Kindergarten,MMR,In Process,3.5,395,2023/2024
42617,EAGLE,Child Care/Preschool,Polio,In Process,0.5,1455,2024/2025
42618,EAGLE,Kindergarten,DTaP,Incomplete Record,0.6,332,2024/2025
42619,EAGLE,Child Care/Preschool,Hib,Incomplete Record,0.5,1229,2025/2026
42620,EAGLE,Child Care/Preschool,Polio,Fully Immunized,95.4,1229,2025/2026
42621,EAGLE,Kindergarten,MMR,No Record,0,420,2025/2026
42622,EAGLE,School,Varicella,Incomplete Record,1.4,6619,2025/2026
42623,EL PASO,Child Care/Preschool,Polio,Medical Exemption,0.2,10537,2017/2018
42624,EL PASO,Child Care/Preschool,Varicella,In Process,3.6,10537,2017/2018
42625,EL PASO,Kindergarten,HepB,In Process,0.5,8933,2018/2019
42626,EL PASO,School,Tdap,Fully Immunized,88,62401,2018/2019
42627,EL PASO,Child Care/Preschool,Hib,Medical Exemption,0.1,9274,2021/2022
42628,EL PASO,Kindergarten,HepB,Nonmedical Exemption,3.7,8988,2021/2022
42629,EL PASO,Child Care/Preschool,HepB,In Process,1.3,10389,2022/2023
42630,EL PASO,Child Care/Preschool,PCV,Nonmedical Exemption,3.9,10389,2022/2023
42631,EL PASO,Kindergarten,DTaP,Incomplete Record,9,9179,2022/2023
42632,EL PASO,Child Care/Preschool,DTaP,Medical Exemption,0.2,9834,2023/2024
42633,EL PASO,Child Care/Preschool,MMR,No Record,1.1,9834,2023/2024
42634,EL PASO,Child Care/Preschool,Varicella,Fully Immunized,87.6,9834,2023/2024
42635,EL PASO,School,HepB,In Process,0.1,112633,2023/2024
42636,EL PASO,Child Care/Preschool,MMR,Fully Immunized,89.8,9627,2024/2025
42637,EL PASO,Child Care/Preschool,MMR,No Record,1.5,9627,2024/2025
42638,EL PASO,School,Varicella,Incomplete Record,5.2,117009,2024/2025
42639,EL PASO,Child Care/Preschool,PCV,No Record,0.8,10428,2025/2026
42640,EL PASO,School,DTaP,Nonmedical Exemption,3,118514,2025/2026
42641,EL PASO,School,MMR,Nonmedical Exemption,2.6,118514,2025/2026
42642,ELBERT,Child Care/Preschool,Hib,In Process,1.4,207,2017/2018
42643,ELBERT,Child Care/Preschool,Hib,Medical Exemption,0,207,2017/2018
42644,ELBERT,Child Care/Preschool,PCV,Medical Exemption,0,207,2017/2018
42645,ELBERT,Kindergarten,Polio,Fully Immunized,81.3,203,2017/2018
42646,ELBERT,Kindergarten,Varicella,Nonmedical Exemption,3.4,203,2017/2018
42647,ELBERT,Child Care/Preschool,Polio,Medical Exemption,0,259,2019/2020
42648,ELBERT,Kindergarten,DTaP,No Record,3.4,205,2020/2021
42649,ELBERT,Kindergarten,Polio,Nonmedical Exemption,9.3,205,2020/2021
42650,ELBERT,Kindergarten,Varicella,Medical Exemption,0,205,2020/2021
42651,ELBERT,Child Care/Preschool,DTaP,Nonmedical Exemption,0.5,218,2021/2022
42652,ELBERT,Kindergarten,HepB,Incomplete Record,2,248,2021/2022
42653,ELBERT,Child Care/Preschool,DTaP,In Process,0,253,2022/2023
42654,ELBERT,School,HepB,In Process,0,3261,2022/2023
42655,ELBERT,Child Care/Preschool,Polio,Nonmedical Exemption,4.2,263,2023/2024
42656,ELBERT,School,Polio,No Record,1.7,3508,2023/2024
42657,ELBERT,School,Polio,Fully Immunized,89,3004,2024/2025
42658,ELBERT,School,Polio,In Process,0.5,3004,2024/2025
42659,FREMONT,Child Care/Preschool,HepB,In Process,0.4,532,2019/2020
42660,FREMONT,Kindergarten,DTaP,In Process,1.4,365,2019/2020
42661,FREMONT,Kindergarten,MMR,Medical Exemption,0.3,365,2019/2020
42662,FREMONT,Child Care/Preschool,Hib,Incomplete Record,2.5,641,2022/2023
42663,FREMONT,Kindergarten,DTaP,Nonmedical Exemption,9.3,345,2022/2023
42664,FREMONT,Child Care/Preschool,HepB,Fully Immunized,94.4,503,2023/2024
42665,FREMONT,Child Care/Preschool,,Summary Compliant,96.3,565,2024/2025
42666,FREMONT,School,DTaP,Incomplete Record,0.8,4126,2024/2025
42667,FREMONT,School,MMR,Nonmedical Exemption,6.4,4306,2025/2026
42668,GARFIELD,Child Care/Preschool,Polio,Nonmedical Exemption,3.4,754,2017/2018
42669,GARFIELD,Kindergarten,DTaP,Medical Exemption,0,854,2017/2018
42670,GARFIELD,Kindergarten,DTaP,No Record,0.5,854,2017/2018
42671,GARFIELD,Kindergarten,Polio,In Process,1.6,854,2017/2018
42672,GARFIELD,Kindergarten,Polio,Incomplete Record,2.9,854,2017/2018
42673,GARFIELD,School,DTaP,In Process,0.5,10774,2017/2018
42674,GARFIELD,School,HepB,Nonmedical Exemption,3.9,10774,2017/2018
42675,GARFIELD,Child Care/Preschool,MMR,In Process,0.3,665,2018/2019
42676,GARFIELD,Kindergarten,Varicella,Medical Exemption,0.2,887,2019/2020
42677,GARFIELD,School,DTaP,Medical Exemption,0.1,12102,2019/2020
42678,GARFIELD,School,MMR,No Record,0.8,12102,2019/2020
42679,GARFIELD,Child Care/Preschool,Varicella,Incomplete Record,1,786,2020/2021
42680,GARFIELD,Kindergarten,MMR,Incomplete Record,4.1,845,2020/2021
42681,GARFIELD,School,,Summary Compliant,95.9,11584,2020/2021
42682,GARFIELD,Child Care/Preschool,Hib,Medical Exemption,0,931,2021/2022
42683,GARFIELD,Child Care/Preschool,Polio,In Process,3,931,2021/2022
42684,GARFIELD,Kindergarten,DTaP,Medical Exemption,0,997,2021/2022
42685,GARFIELD,Child Care/Preschool,Hib,No Record,1,904,2022/2023
42686,GARFIELD,Child Care/Preschool,Varicella,In Process,0.1,904,2022/2023
42687,GARFIELD,School,Varicella,In Process,0.9,11864,2022/2023
42688,GARFIELD,Kindergarten,MMR,Incomplete Record,1.6,922,2023/2024
42689,GARFIELD,School,Tdap,Incomplete Record,2,6603,2023/2024
42690,GARFIELD,Kindergarten,Varicella,Incomplete Record,2.9,838,2024/2025
42691,GARFIELD,Child Care/Preschool,HepB,Medical Exemption,0,938,2025/2026
42692,GILPIN,Kindergarten,Varicella,Medical Exemption,0,30,2017/2018
42693,GILPIN,School,DTaP,Incomplete Record,0,446,2017/2018
42694,GILPIN,Child Care/Preschool,PCV,Incomplete Record,0,75,2018/2019
42695,GILPIN,Child Care/Preschool,Polio,In Process,1.3,75,2018/2019
42696,GILPIN,School,HepB,Nonmedical Exemption,10,452,2018/2019
42697,GILPIN,School,Varicella,Fully Immunized,89.8,452,2018/2019
42698,GILPIN,School,HepB,No Record,0,452,2019/2020
42699,GILPIN,School,Tdap,Nonmedical Exemption,12,275,2019/2020
42700,GILPIN,School,Varicella,Medical Exemption,0.7,452,2019/2020
42701,GILPIN,Child Care/Preschool,Varicella,Medical Exemption,0,39,2021/2022
42702,GILPIN,School,DTaP,Nonmedical Exemption,6.3,397,2021/2022
42703,GILPIN,Kindergarten,DTaP,Incomplete Record,0,23,2022/2023
42704,GILPIN,School,Polio,Nonmedical Exemption,7,383,2022/2023
42705,GILPIN,Child Care/Preschool,Varicella,Incomplete Record,0,34,2023/2024
42706,GILPIN,School,HepB,Fully Immunized,90.5,369,2023/2024
42707,GILPIN,Child Care/Preschool,Hib,No Record,0,35,2024/2025
42708,GILPIN,Kindergarten,Varicella,Fully Immunized,96,25,2024/2025
42709,GILPIN,School,HepB,No Record,0,357,2024/2025
42710,GRAND,Kindergarten,HepB,No Record,1.6,125,2018/2019
42711,GRAND,School,HepB,In Process,0.6,1733,2018/2019
42712,GRAND,Child Care/Preschool,Hib,Fully Immunized,96.1,231,2020/2021
42713,GRAND,Child Care/Preschool,Polio,No Record,0,231,2020/2021
42714,GRAND,Child Care/Preschool,Varicella,Nonmedical Exemption,3,231,2020/2021
42715,GRAND,School,DTaP,Fully Immunized,95,1649,2020/2021
42716,GRAND,Kindergarten,Varicella,Incomplete Record,11,127,2021/2022
42717,GRAND,School,HepB,No Record,4.1,1628,2021/2022
42718,GRAND,Kindergarten,DTaP,Nonmedical Exemption,3.5,85,2023/2024
42719,GRAND,Kindergarten,Polio,Fully Immunized,81.2,85,2023/2024
42720,GRAND,School,MMR,Fully Immunized,92.8,1635,2023/2024
42721,GRAND,School,Varicella,No Record,2.8,1635,2023/2024
42722,GRAND,Kindergarten,Polio,In Process,0.8,125,2024/2025
42723,GRAND,Kindergarten,Varicella,No Record,1.6,125,2024/2025
42724,GRAND,Child Care/Preschool,MMR,In Process,7.5,227,2025/2026
42725,GRAND,Kindergarten,MMR,Incomplete Record,7.6,119,2025/2026
42726,GUNNISON,Child Care/Preschool,Hib,In Process,15.2,270,2017/2018
42727,GUNNISON,Child Care/Preschool,Polio,In Process,20.4,270,2017/2018
42728,GUNNISON,Kindergarten,HepB,Medical Exemption,0,185,2017/2018
42729,GUNNISON,School,MMR,Incomplete Record,3.5,2012,2017/2018
42730,GUNNISON,School,Polio,Nonmedical Exemption,9,2012,2017/2018
42731,GUNNISON,Child Care/Preschool,Polio,No Record,0.9,343,2018/2019
42732,GUNNISON,School,MMR,Incomplete Record,3.7,2015,2018/2019
42733,GUNNISON,Child Care/Preschool,MMR,No Record,6.6,364,2019/2020
42734,GUNNISON,School,DTaP,In Process,1.2,2037,2019/2020
42735,GUNNISON,School,Polio,Incomplete Record,1.7,2037,2019/2020
42736,GUNNISON,Kindergarten,MMR,Nonmedical Exemption,5.8,137,2020/2021
42737,GUNNISON,School,DTaP,Nonmedical Exemption,6.4,2012,2020/2021
42738,GUNNISON,School,HepB,No Record,0.7,2012,2020/2021
42739,GUNNISON,Child Care/Preschool,Varicella,Medical Exemption,0,335,2021/2022
42740,GUNNISON,Kindergarten,HepB,No Record,4.6,153,2021/2022
42741,GUNNISON,School,MMR,No Record,1.5,2021,2021/2022
42742,GUNNISON,School,MMR,Medical Exemption,0.3,1995,2023/2024
42743,GUNNISON,Child Care/Preschool,MMR,Fully Immunized,96.2,341,2024/2025
42744,GUNNISON,Child Care/Preschool,MMR,Medical Exemption,0,341,2024/2025
42745,GUNNISON,Kindergarten,Polio,Nonmedical Exemption,5.9,136,2024/2025
42746,GUNNISON,School,HepB,Medical Exemption,0.3,2040,2024/2025
42747,GUNNISON,School,HepB,Nonmedical Exemption,7.9,2040,2024/2025
42748,HINSDALE,Child Care/Preschool,MMR,Nonmedical Exemption,5.3,19,2017/2018
42749,HINSDALE,Kindergarten,Polio,Medical Exemption,0,10,2017/2018
42750,HINSDALE,School,DTaP,Nonmedical Exemption,16.5,85,2017/2018
42751,HINSDALE,Child Care/Preschool,Polio,In Process,15.8,19,2018/2019
42752,HINSDALE,Kindergarten,DTaP,Fully Immunized,50,4,2018/2019
42753,HINSDALE,School,Tdap,In Process,14.3,35,2018/2019
42754,HINSDALE,School,MMR,In Process,1.3,76,2019/2020
42755,HINSDALE,School,Polio,Medical Exemption,0,76,2019/2020
42756,HINSDALE,Child Care/Preschool,Varicella,Nonmedical Exemption,40.9,22,2020/2021
42757,HINSDALE,School,DTaP,No Record,0,59,2020/2021
42758,HINSDALE,School,MMR,No Record,0,59,2020/2021
42759,HINSDALE,Child Care/Preschool,DTaP,Nonmedical Exemption,37.5,16,2021/2022
42760,HINSDALE,Kindergarten,MMR,Incomplete Record,0,5,2021/2022
42761,HINSDALE,School,HepB,Incomplete Record,0,71,2021/2022
42762,HINSDALE,Child Care/Preschool,MMR,No Record,0,19,2023/2024
42763,HINSDALE,Kindergarten,MMR,Fully Immunized,100,2,2023/2024
42764,HINSDALE,School,MMR,In Process,1.6,61,2023/2024
42765,HINSDALE,Kindergarten,HepB,Medical Exemption,0,5,2024/2025
42766,HINSDALE,Kindergarten,HepB,Nonmedical Exemption,0,5,2024/2025
42767,HINSDALE,School,DTaP,Fully Immunized,76.9,65,2024/2025
42768,HINSDALE,Child Care/Preschool,MMR,Fully Immunized,87.5,16,2025/2026
42769,HINSDALE,Child Care/Preschool,Varicella,Fully Immunized,81.3,16,2025/2026
42770,HUERFANO,Kindergarten,Polio,Incomplete Record,3.7,54,2017/2018
42771,HUERFANO,Child Care/Preschool,HepB,In Process,0,26,2018/2019
42772,HUERFANO,Kindergarten,DTaP,In Process,0,55,2018/2019
42773,HUERFANO,School,HepB,In Process,0.5,770,2018/2019
42774,HUERFANO,School,MMR,Medical Exemption,0.5,770,2018/2019
42775,HUERFANO,School,Tdap,In Process,3,372,2019/2020
42776,HUERFANO,Child Care/Preschool,HepB,Medical Exemption,0,17,2020/2021
42777,HUERFANO,School,DTaP,In Process,0,608,2020/2021
42778,HUERFANO,School,MMR,No Record,0,608,2020/2021
42779,HUERFANO,Kindergarten,MMR,Medical Exemption,0,43,2022/2023
42780,HUERFANO,Kindergarten,DTaP,Nonmedical Exemption,3.9,51,2023/2024
42781,HUERFANO,Child Care/Preschool,Hib,Medical Exemption,0,58,2024/2025
42782,HUERFANO,Child Care/Preschool,MMR,In Process,0,58,2024/2025
42783,HUERFANO,Kindergarten,DTaP,In Process,0,49,2024/2025
42784,HUERFANO,School,Varicella,Medical Exemption,0.9,636,2024/2025
42785,HUERFANO,School,,Summary Compliant,100,576,2025/2026
42786,HUERFANO,School,Tdap,No Record,0,324,2025/2026
42787,JACKSON,School,HepB,Medical Exemption,0,160,2017/2018
42788,JACKSON,School,HepB,Nonmedical Exemption,1.3,160,2017/2018
42789,JACKSON,Child Care/Preschool,HepB,Medical Exemption,0,17,2019/2020
42790,JACKSON,Child Care/Preschool,PCV,No Record,0,17,2019/2020
42791,JACKSON,School,MMR,Nonmedical Exemption,2.5,162,2019/2020
42792,JACKSON,Child Care/Preschool,HepB,Incomplete Record,0,24,2020/2021
42793,JACKSON,Kindergarten,Polio,Incomplete Record,0,9,2020/2021
42794,JACKSON,Child Care/Preschool,Polio,In Process,0,18,2021/2022
42795,JACKSON,School,DTaP,Nonmedical Exemption,3.8,156,2021/2022
42796,JACKSON,Kindergarten,HepB,In Process,0,16,2022/2023
42797,JACKSON,School,,Summary Compliant,94.9,137,2023/2024
42798,JACKSON,Child Care/Preschool,Polio,In Process,15.4,13,2024/2025
42799,JACKSON,Child Care/Preschool,Varicella,Nonmedical Exemption,0,13,2024/2025
42800,JACKSON,School,Tdap,In Process,0,71,2024/2025
42801,JACKSON,Child Care/Preschool,DTaP,No Record,0,14,2025/2026
42802,JACKSON,Child Care/Preschool,MMR,Incomplete Record,0,14,2025/2026
42803,JACKSON,Child Care/Preschool,PCV,Medical Exemption,0,14,2025/2026
42804,JACKSON,Kindergarten,MMR,Nonmedical Exemption,0,6,2025/2026
42805,JACKSON,School,HepB,Incomplete Record,0,114,2025/2026
42806,JEFFERSON,Kindergarten,DTaP,No Record,0.1,6093,2017/2018
42807,JEFFERSON,Kindergarten,Varicella,In Process,0.1,6093,2017/2018
42808,JEFFERSON,Child Care/Preschool,MMR,Nonmedical Exemption,2.6,9870,2018/2019
42809,JEFFERSON,Kindergarten,Polio,No Record,1.6,6144,2018/2019
42810,JEFFERSON,School,Varicella,Incomplete Record,1.4,82977,2018/2019
42811,JEFFERSON,Child Care/Preschool,Hib,Fully Immunized,95.3,11723,2019/2020
42812,JEFFERSON,Kindergarten,Polio,Incomplete Record,1.4,6462,2019/2020
42813,JEFFERSON,Kindergarten,Polio,No Record,0.5,6462,2019/2020
42814,JEFFERSON,Child Care/Preschool,Varicella,Nonmedical Exemption,2.2,8995,2020/2021
42815,JEFFERSON,School,DTaP,No Record,0.5,81221,2020/2021
42816,JEFFERSON,Kindergarten,DTaP,Medical Exemption,0.1,6103,2021/2022
42817,JEFFERSON,Kindergarten,DTaP,No Record,1.1,6103,2021/2022
42818,JEFFERSON,Kindergarten,MMR,Fully Immunized,90.6,5739,2022/2023
42819,JEFFERSON,Kindergarten,Varicella,Nonmedical Exemption,4.7,5739,2022/2023
42820,JEFFERSON,School,DTaP,Medical Exemption,0.1,79620,2022/2023
42821,JEFFERSON,Child Care/Preschool,Varicella,In Process,0.6,9729,2023/2024
42822,JEFFERSON,School,DTaP,In Process,0.3,78418,2023/2024
42823,JEFFERSON,School,MMR,In Process,0.2,78418,2023/2024
42824,JEFFERSON,Child Care/Preschool,,Summary Compliant,97.5,10490,2024/2025
42825,JEFFERSON,Child Care/Preschool,Varicella,In Process,0.9,10490,2024/2025
42826,JEFFERSON,Kindergarten,MMR,Nonmedical Exemption,4.3,5461,2024/2025
42827,JEFFERSON,Kindergarten,Polio,Fully Immunized,91.4,5461,2024/2025
42828,JEFFERSON,School,,Summary Compliant,94.9,77010,2024/2025
42829,JEFFERSON,School,HepB,No Record,1,77010,2024/2025
42830,JEFFERSON,Child Care/Preschool,PCV,Medical Exemption,0.1,10888,2025/2026
42831,JEFFERSON,Child Care/Preschool,PCV,No Record,0.6,10888,2025/2026
42832,KIOWA,Child Care/Preschool,Varicella,In Process,0,44,2018/2019
42833,KIOWA,School,MMR,Medical Exemption,0,218,2018/2019
42834,KIOWA,Child Care/Preschool,PCV,Fully Immunized,100,42,2019/2020
42835,KIOWA,School,MMR,Incomplete Record,0,221,2019/2020
42836,KIOWA,Child Care/Preschool,MMR,Incomplete Record,0,36,2020/2021
42837,KIOWA,School,DTaP,No Record,0,220,2020/2021
42838,KIOWA,Child Care/Preschool,MMR,Nonmedical Exemption,0,35,2021/2022
42839,KIOWA,Kindergarten,DTaP,Nonmedical Exemption,3.8,26,2021/2022
42840,KIOWA,School,Tdap,No Record,0,102,2021/2022
42841,KIOWA,Kindergarten,Polio,No Record,0,18,2022/2023
42842,KIOWA,School,Polio,In Process,0,207,2022/2023
42843,KIOWA,Child Care/Preschool,MMR,Incomplete Record,0,32,2023/2024
42844,KIOWA,School,Polio,In Process,0,212,2023/2024
42845,KIOWA,School,Polio,Incomplete Record,0,212,2023/2024
42846,KIOWA,School,Tdap,Fully Immunized,98,99,2023/2024
42847,KIOWA,Child Care/Preschool,DTaP,No Record,0,26,2024/2025
42848,KIOWA,Kindergarten,Polio,Incomplete Record,0,14,2024/2025
42849,KIOWA,School,Polio,Medical Exemption,0,213,2024/2025
42850,KIOWA,Child Care/Preschool,MMR,Medical Exemption,0,26,2025/2026
42851,KIOWA,School,Polio,Nonmedical Exemption,2.5,197,2025/2026
42852,KIT CARSON,School,Tdap,Incomplete Record,0.2,661,2017/2018
42853,KIT CARSON,Child Care/Preschool,Hib,Incomplete Record,0,140,2018/2019
42854,KIT CARSON,Kindergarten,MMR,Incomplete Record,0,141,2018/2019
42855,KIT CARSON,School,MMR,Fully Immunized,94.4,1719,2018/2019
42856,KIT CARSON,Child Care/Preschool,Hib,Nonmedical Exemption,3.2,158,2019/2020
42857,KIT CARSON,Kindergarten,MMR,In Process,2.4,85,2019/2020
42858,KIT CARSON,Kindergarten,HepB,Fully Immunized,96.7,91,2020/2021
42859,KIT CARSON,Kindergarten,MMR,Incomplete Record,9.9,91,2020/2021
42860,KIT CARSON,Kindergarten,Polio,Medical Exemption,0,93,2021/2022
42861,KIT CARSON,Kindergarten,Varicella,Nonmedical Exemption,1.1,93,2021/2022
42862,KIT CARSON,Child Care/Preschool,Hib,In Process,1.4,144,2022/2023
42863,KIT CARSON,School,Varicella,Fully Immunized,94,1285,2022/2023
42864,KIT CARSON,School,MMR,In Process,0.1,1045,2023/2024
42865,KIT CARSON,Child Care/Preschool,Hib,Medical Exemption,0,137,2024/2025
42866,KIT CARSON,Child Care/Preschool,Hib,In Process,1.1,178,2025/2026
42867,KIT CARSON,Child Care/Preschool,Hib,Medical Exemption,0,178,2025/2026
42868,KIT CARSON,Child Care/Preschool,PCV,No Record,0,178,2025/2026
42869,LA PLATA,Kindergarten,Varicella,In Process,0.2,423,2017/2018
42870,LA PLATA,School,MMR,Nonmedical Exemption,5.3,6137,2017/2018
42871,LA PLATA,Child Care/Preschool,Polio,Nonmedical Exemption,4.9,871,2018/2019
42872,LA PLATA,School,MMR,Incomplete Record,2.3,5724,2018/2019
42873,LA PLATA,School,Tdap,No Record,0.1,3426,2018/2019
42874,LA PLATA,Child Care/Preschool,DTaP,Fully Immunized,90.9,756,2019/2020
42875,LA PLATA,Child Care/Preschool,DTaP,Incomplete Record,4,756,2019/2020
42876,LA PLATA,Child Care/Preschool,HepB,Nonmedical Exemption,5.4,756,2019/2020
42877,LA PLATA,Child Care/Preschool,Polio,No Record,0,756,2019/2020
42878,LA PLATA,School,MMR,Incomplete Record,1.6,6501,2019/2020
42879,LA PLATA,Child Care/Preschool,DTaP,Medical Exemption,0,540,2020/2021
42880,LA PLATA,Child Care/Preschool,HepB,Fully Immunized,92.8,540,2020/2021
42881,LA PLATA,Child Care/Preschool,PCV,Fully Immunized,94.1,540,2020/2021
42882,LA PLATA,Kindergarten,HepB,No Record,2.1,145,2020/2021
42883,LA PLATA,School,Polio,Nonmedical Exemption,6.1,2477,2020/2021
42884,LA PLATA,School,DTaP,Medical Exemption,0.1,6967,2021/2022
42885,LA PLATA,Child Care/Preschool,Hib,Nonmedical Exemption,5.1,840,2022/2023
42886,LA PLATA,Child Care/Preschool,Varicella,No Record,1.3,840,2022/2023
42887,LA PLATA,Kindergarten,Polio,Fully Immunized,82.5,468,2022/2023
42888,LA PLATA,Child Care/Preschool,Polio,Incomplete Record,0.7,541,2023/2024
42889,LA PLATA,Kindergarten,DTaP,No Record,0.5,440,2023/2024
42890,LA PLATA,Kindergarten,MMR,Incomplete Record,0.9,440,2023/2024
42891,LA PLATA,School,Varicella,Incomplete Record,1.1,6864,2023/2024
42892,LA PLATA,Kindergarten,HepB,Medical Exemption,0,375,2024/2025
42893,LA PLATA,School,DTaP,No Record,0.6,4247,2024/2025
42894,LA PLATA,Kindergarten,HepB,No Record,0.5,428,2025/2026
42895,LA PLATA,Kindergarten,MMR,Medical Exemption,0,428,2025/2026
42896,LA PLATA,School,HepB,Fully Immunized,92.3,6532,2025/2026
42897,LAKE,Child Care/Preschool,PCV,Incomplete Record,0,116,2017/2018
42898,LAKE,Child Care/Preschool,Varicella,No Record,0,116,2017/2018
42899,LAKE,Kindergarten,Polio,In Process,5.2,58,2017/2018
42900,LAKE,School,HepB,Nonmedical Exemption,3.1,942,2017/2018
42901,LAKE,Child Care/Preschool,Hib,Medical Exemption,0,123,2018/2019
42902,LAKE,Child Care/Preschool,PCV,Incomplete Record,1.6,123,2018/2019
42903,LAKE,School,Polio,Fully Immunized,91.1,1081,2018/2019
42904,LAKE,School,Polio,In Process,0,1081,2018/2019
42905,LAKE,Child Care/Preschool,DTaP,Fully Immunized,79.4,126,2019/2020
42906,LAKE,School,MMR,No Record,0,1019,2019/2020
42907,LAKE,School,Tdap,Fully Immunized,85.8,586,2019/2020
42908,LAKE,Child Care/Preschool,DTaP,No Record,0,73,2020/2021
42909,LAKE,School,Varicella,No Record,1.6,925,2020/2021
42910,LAKE,Child Care/Preschool,Hib,Nonmedical Exemption,6.5,93,2021/2022
42911,LAKE,School,DTaP,Medical Exemption,0,920,2021/2022
42912,LAKE,School,HepB,Incomplete Record,2.9,920,2021/2022
42913,LAKE,School,Varicella,No Record,1.2,920,2021/2022
42914,LAKE,Child Care/Preschool,HepB,In Process,0,112,2022/2023
42915,LAKE,School,HepB,Incomplete Record,5,896,2022/2023
42916,LAKE,Child Care/Preschool,DTaP,Nonmedical Exemption,7.3,109,2023/2024
